category,cost ,material,materialpreference,shelflifemonths,size,sustainabilityscore,volumeinlitres
Pharmaceutical Packaging,11.31,Glass,Recyclable,3,Small,0.95,2
Pharmaceutical Packaging,100.72,Aluminum,Recyclable,27,Medium,0.9,10
Pharmaceutical Packaging,10.18,Recycled Cardboard,Recyclable,8,Small,0.7,2
Pharmaceutical Packaging,49.27,Biodegradable Foam,Biodegradable,43,Small,1,10
Pharmaceutical Packaging,23.21,Recycled Cardboard,Recyclable,6,Small,0.85,5
Pharmaceutical Packaging,9.57,Biodegradable Foam,Biodegradable,5,Small,0.95,2
Household Items Packaging,26.83,Biodegradable Foam,Biodegradable,12,Small,0.95,5
Household Items Packaging,200.69,Recycled Cardboard,Recyclable,33,Large,1,10
Household Items Packaging,23.62,Paper,Recyclable,25,Small,0.9,5
Household Items Packaging,399.13,Paper,Recyclable,91,Large,1,20
Household Items Packaging,10.11,Recycled Cardboard,Recyclable,1,Large,0.95,0.5
Household Items Packaging,99.45,Paper,Recyclable,20,Small,0.8,20
Household Items Packaging,8.43,Glass,Recyclable,9,Small,0.8,2
Household Items Packaging,8.87,Paper,Recyclable,4,Medium,0.8,1
Household Items Packaging,18.69,Aluminum,Recyclable,7,Medium,0.8,2
Household Items Packaging,26.5,Paper,Recyclable,8,Small,0.85,5
Household Items Packaging,25.25,Glass,Recyclable,23,Small,1,5
Household Items Packaging,20.45,Recycled Cardboard,Recyclable,3,Medium,0.7,2
Household Items Packaging,51.93,Biodegradable Foam,Biodegradable,11,Small,1,10
Household Items Packaging,398.11,Biodegradable Foam,Biodegradable,57,Large,0.95,20
Household Items Packaging,21.19,Paper,Recyclable,7,Medium,0.7,2
Household Items Packaging,199.71,Paper,Recyclable,54,Medium,0.85,20
Household Items Packaging,41.55,Biodegradable Plastic,Biodegradable,9,Large,1,2
Household Items Packaging,199.75,Recycled Cardboard,Recyclable,35,Large,0.95,10
Household Items Packaging,21.5,Recycled Cardboard,Recyclable,4,Large,0.85,1
Household Items Packaging,38.45,Glass,Recyclable,4,Large,0.9,2
Household Items Packaging,18.98,Aluminum,Recyclable,5,Large,1,1
Household Items Packaging,40.19,Glass,Recyclable,8,Large,0.7,2
Household Items Packaging,3.55,Paper,Recyclable,1,Medium,1,0.5
Household Items Packaging,399.65,Paper,Recyclable,27,Large,0.95,20
Household Items Packaging,39.51,Aluminum,Recyclable,5,Large,0.7,2
Household Items Packaging,2.21,Glass,Recyclable,2,Small,0.95,0.5
Household Items Packaging,50.7,Paper,Recyclable,17,Small,1,10
Household Items Packaging,6.86,Aluminum,Recyclable,1,Medium,0.95,0.5
Household Items Packaging,18.11,Biodegradable Plastic,Biodegradable,3,Large,0.95,1
Household Items Packaging,39.48,Recycled Cardboard,Recyclable,3,Large,0.7,2
Household Items Packaging,19.88,Biodegradable Plastic,Biodegradable,5,Medium,1,2
Household Items Packaging,19.97,Biodegradable Foam,Biodegradable,4,Large,0.95,1
Household Items Packaging,5.68,Biodegradable Plastic,Biodegradable,1,Medium,0.95,0.5
Household Items Packaging,200.87,Aluminum,Recyclable,88,Medium,0.7,20
Household Items Packaging,25.06,Glass,Recyclable,25,Small,0.7,5
Household Items Packaging,100.07,Aluminum,Recyclable,44,Small,0.7,20
Household Items Packaging,10.45,Glass,Recyclable,3,Medium,1,1
Household Items Packaging,50.02,Aluminum,Recyclable,9,Medium,0.7,5
Household Items Packaging,1.01,Biodegradable Foam,Biodegradable,1,Small,1,0.5
Household Items Packaging,3.76,Recycled Cardboard,Recyclable,2,Medium,0.8,0.5
Household Items Packaging,18.36,Glass,Recyclable,2,Large,0.95,1
Household Items Packaging,49.85,Aluminum,Recyclable,9,Medium,0.8,5
Household Items Packaging,49.24,Biodegradable Plastic,Biodegradable,15,Medium,0.95,5
Household Items Packaging,26.35,Aluminum,Recyclable,10,Small,0.8,5
Household Items Packaging,99.09,Glass,Recyclable,11,Large,0.8,5
Household Items Packaging,10.36,Recycled Cardboard,Recyclable,4,Medium,1,1
Household Items Packaging,38.17,Recycled Cardboard,Recyclable,7,Large,0.7,2
Household Items Packaging,399.28,Paper,Recyclable,46,Large,1,20
Household Items Packaging,4.39,Biodegradable Plastic,Biodegradable,1,Medium,0.9,0.5
Household Items Packaging,18.18,Aluminum,Recyclable,5,Large,0.9,1
Household Items Packaging,200.8,Glass,Recyclable,31,Large,0.9,10
Household Items Packaging,19.7,Aluminum,Recyclable,3,Medium,0.8,2
Household Items Packaging,26.15,Glass,Recyclable,22,Small,0.85,5
Household Items Packaging,8.44,Glass,Recyclable,8,Small,0.95,2
Household Items Packaging,99.57,Aluminum,Recyclable,7,Large,0.9,5
Household Items Packaging,99.78,Glass,Recyclable,39,Medium,0.7,10
Household Items Packaging,40.59,Glass,Recyclable,4,Large,0.95,2
Household Items Packaging,48.95,Paper,Recyclable,7,Medium,1,5
Household Items Packaging,201.48,Biodegradable Foam,Biodegradable,29,Large,0.95,10
Household Items Packaging,100.24,Recycled Cardboard,Recyclable,27,Small,1,20
Household Items Packaging,20.42,Aluminum,Recyclable,5,Medium,0.9,2
Household Items Packaging,21.77,Biodegradable Plastic,Biodegradable,1,Large,1,1
Household Items Packaging,25.9,Recycled Cardboard,Recyclable,14,Small,0.95,5
Household Items Packaging,4.44,Biodegradable Plastic,Biodegradable,1,Small,0.9,0.5
Household Items Packaging,9.29,Aluminum,Recyclable,5,Medium,0.7,1
Household Items Packaging,6.29,Biodegradable Foam,Biodegradable,4,Small,0.9,1
Household Items Packaging,0.77,Aluminum,Recyclable,2,Small,0.8,0.5
Household Items Packaging,4.14,Aluminum,Recyclable,2,Small,0.95,1
Household Items Packaging,6.83,Recycled Cardboard,Recyclable,2,Small,0.7,1
Household Items Packaging,6.48,Biodegradable Foam,Biodegradable,4,Small,1,1
Household Items Packaging,9.91,Aluminum,Recyclable,4,Medium,0.85,1
Household Items Packaging,99.43,Glass,Recyclable,42,Small,0.95,20
Household Items Packaging,100.14,Paper,Recyclable,9,Large,0.7,5
Household Items Packaging,38.39,Glass,Recyclable,3,Large,0.9,2
Household Items Packaging,98.46,Biodegradable Plastic,Biodegradable,36,Medium,0.7,10
Household Items Packaging,49.16,Recycled Cardboard,Recyclable,6,Medium,0.85,5
Household Items Packaging,18.55,Biodegradable Plastic,Biodegradable,4,Large,0.8,1
Household Items Packaging,9.4,Biodegradable Plastic,Biodegradable,5,Medium,0.7,1
Household Items Packaging,26.16,Aluminum,Recyclable,23,Small,0.9,5
Household Items Packaging,8.24,Aluminum,Recyclable,9,Small,0.8,2
Household Items Packaging,200.24,Glass,Recyclable,35,Large,0.7,10
Household Items Packaging,10.67,Recycled Cardboard,Recyclable,3,Small,1,2
Household Items Packaging,98.85,Paper,Recyclable,89,Small,0.95,20
Household Items Packaging,1.94,Aluminum,Recyclable,2,Small,0.7,0.5
Household Items Packaging,10.42,Biodegradable Foam,Biodegradable,7,Small,0.9,2
Household Items Packaging,21.04,Paper,Recyclable,4,Large,0.9,1
Household Items Packaging,101.9,Recycled Cardboard,Recyclable,91,Small,1,20
Household Items Packaging,200.21,Paper,Recyclable,52,Medium,0.85,20
Household Items Packaging,99.61,Recycled Cardboard,Recyclable,73,Small,0.8,20
Household Items Packaging,201.85,Biodegradable Plastic,Biodegradable,87,Medium,0.85,20
Household Items Packaging,9,Biodegradable Foam,Biodegradable,1,Large,0.95,0.5
Household Items Packaging,8.51,Biodegradable Foam,Biodegradable,8,Small,0.95,2
Household Items Packaging,38.13,Glass,Recyclable,6,Large,1,2
Household Items Packaging,6.06,Biodegradable Plastic,Biodegradable,3,Small,0.9,1
Household Items Packaging,11.62,Aluminum,Recyclable,3,Medium,0.7,1
Household Items Packaging,98.52,Aluminum,Recyclable,20,Large,0.8,5
Household Items Packaging,9.32,Biodegradable Plastic,Biodegradable,1,Large,0.85,0.5
Household Items Packaging,101.97,Aluminum,Recyclable,25,Medium,0.8,10
Household Items Packaging,25.66,Paper,Recyclable,6,Small,1,5
Household Items Packaging,399.86,Biodegradable Foam,Biodegradable,75,Large,0.8,20
Household Items Packaging,50.99,Glass,Recyclable,8,Medium,0.9,5
Household Items Packaging,100.18,Biodegradable Plastic,Biodegradable,24,Large,1,5
Household Items Packaging,38,Aluminum,Recyclable,10,Large,0.9,2
Household Items Packaging,401.96,Biodegradable Foam,Biodegradable,51,Large,0.7,20
Household Items Packaging,10.61,Paper,Recyclable,1,Large,0.7,0.5
Household Items Packaging,101.5,Paper,Recyclable,45,Medium,0.8,10
Household Items Packaging,8.82,Glass,Recyclable,4,Medium,0.7,1
Household Items Packaging,4.59,Aluminum,Recyclable,2,Medium,0.85,0.5
Household Items Packaging,98.4,Biodegradable Plastic,Biodegradable,8,Large,0.7,5
Household Items Packaging,8.66,Paper,Recyclable,2,Medium,0.9,1
Household Items Packaging,38.43,Aluminum,Recyclable,8,Large,0.7,2
Household Items Packaging,201.7,Paper,Recyclable,25,Large,0.85,10
Household Items Packaging,24.36,Recycled Cardboard,Recyclable,21,Small,1,5
Household Items Packaging,10.15,Aluminum,Recyclable,3,Small,0.7,2
Household Items Packaging,100.06,Recycled Cardboard,Recyclable,72,Small,0.9,20
Household Items Packaging,26.96,Paper,Recyclable,8,Small,0.9,5
Household Items Packaging,49.92,Glass,Recyclable,12,Medium,0.9,5
Household Items Packaging,21.72,Recycled Cardboard,Recyclable,3,Large,0.95,1
Household Items Packaging,11.36,Glass,Recyclable,1,Large,0.9,0.5
Household Items Packaging,1.49,Paper,Recyclable,1,Small,0.95,0.5
Household Items Packaging,99.91,Aluminum,Recyclable,20,Small,1,20
Household Items Packaging,23.04,Glass,Recyclable,18,Small,0.85,5
Household Items Packaging,21.05,Recycled Cardboard,Recyclable,9,Medium,0.9,2
Household Items Packaging,10.81,Biodegradable Plastic,Biodegradable,2,Medium,0.7,1
Household Items Packaging,100.12,Biodegradable Plastic,Biodegradable,12,Medium,0.95,10
Household Items Packaging,10.44,Recycled Cardboard,Recyclable,9,Small,1,2
Household Items Packaging,50.03,Biodegradable Plastic,Biodegradable,47,Small,0.7,10
Household Items Packaging,3.12,Biodegradable Plastic,Biodegradable,1,Medium,0.9,0.5
Household Items Packaging,2.44,Biodegradable Plastic,Biodegradable,2,Small,0.7,0.5
Household Items Packaging,100.37,Aluminum,Recyclable,35,Medium,0.95,10
Household Items Packaging,48.33,Recycled Cardboard,Recyclable,50,Small,0.85,10
Household Items Packaging,401.93,Paper,Recyclable,39,Large,0.7,20
Household Items Packaging,10.6,Paper,Recyclable,4,Medium,0.85,1
Household Items Packaging,41.62,Glass,Recyclable,5,Large,0.8,2
Household Items Packaging,8.35,Recycled Cardboard,Recyclable,7,Small,1,2
Household Items Packaging,8.56,Aluminum,Recyclable,2,Large,1,0.5
Household Items Packaging,26.05,Glass,Recyclable,13,Small,0.8,5
Household Items Packaging,100.34,Biodegradable Plastic,Biodegradable,23,Large,0.85,5
Household Items Packaging,38.56,Aluminum,Recyclable,6,Large,0.7,2
Household Items Packaging,11.52,Recycled Cardboard,Recyclable,2,Large,0.8,0.5
Household Items Packaging,24.68,Aluminum,Recyclable,20,Small,0.85,5
Household Items Packaging,98.18,Biodegradable Plastic,Biodegradable,46,Medium,0.7,10
Household Items Packaging,200.58,Biodegradable Plastic,Biodegradable,27,Large,0.9,10
Household Items Packaging,5.63,Paper,Recyclable,2,Medium,0.9,0.5
Household Items Packaging,98.28,Recycled Cardboard,Recyclable,73,Small,0.7,20
Household Items Packaging,40.15,Biodegradable Plastic,Biodegradable,7,Large,1,2
Household Items Packaging,21.28,Paper,Recyclable,4,Large,0.85,1
Household Items Packaging,51.92,Biodegradable Plastic,Biodegradable,18,Medium,0.7,5
Household Items Packaging,6.23,Recycled Cardboard,Recyclable,2,Medium,0.9,0.5
Household Items Packaging,200.05,Aluminum,Recyclable,35,Large,0.7,10
Household Items Packaging,10.43,Aluminum,Recyclable,2,Medium,1,1
Household Items Packaging,50.29,Paper,Recyclable,41,Small,0.8,10
Household Items Packaging,11.44,Paper,Recyclable,8,Small,0.9,2
Household Items Packaging,26.89,Biodegradable Foam,Biodegradable,7,Small,0.85,5
Household Items Packaging,99.61,Glass,Recyclable,69,Small,0.9,20
Household Items Packaging,20.26,Glass,Recyclable,6,Medium,0.7,2
Household Items Packaging,3.64,Aluminum,Recyclable,1,Small,0.7,0.5
Household Items Packaging,201.11,Paper,Recyclable,21,Large,0.95,10
Household Items Packaging,50.49,Aluminum,Recyclable,16,Small,0.7,10
Household Items Packaging,11.42,Biodegradable Foam,Biodegradable,2,Medium,0.95,1
Household Items Packaging,198.39,Paper,Recyclable,78,Medium,0.8,20
Household Items Packaging,199.16,Biodegradable Plastic,Biodegradable,40,Medium,0.8,20
Household Items Packaging,3.57,Paper,Recyclable,2,Small,1,1
Household Items Packaging,9.87,Biodegradable Foam,Biodegradable,2,Large,0.95,0.5
Household Items Packaging,8.28,Recycled Cardboard,Recyclable,6,Small,1,2
Household Items Packaging,2.42,Paper,Recyclable,1,Small,0.7,0.5
Household Items Packaging,9.28,Aluminum,Recyclable,3,Medium,0.8,1
Household Items Packaging,9.2,Glass,Recyclable,2,Large,0.95,0.5
Household Items Packaging,49.01,Glass,Recyclable,43,Small,0.9,10
Household Items Packaging,198.58,Aluminum,Recyclable,37,Large,0.7,10
Household Items Packaging,198.98,Glass,Recyclable,71,Medium,0.8,20
Household Items Packaging,6.73,Paper,Recyclable,2,Small,0.8,1
Household Items Packaging,6.87,Aluminum,Recyclable,1,Medium,0.95,0.5
Household Items Packaging,198.28,Biodegradable Foam,Biodegradable,27,Large,0.8,10
Household Items Packaging,100.41,Recycled Cardboard,Recyclable,18,Medium,0.95,10
Household Items Packaging,11.51,Recycled Cardboard,Recyclable,1,Medium,0.85,1
Household Items Packaging,51.16,Aluminum,Recyclable,9,Medium,0.9,5
Household Items Packaging,48.78,Glass,Recyclable,43,Small,0.8,10
Household Items Packaging,98.81,Biodegradable Plastic,Biodegradable,22,Medium,0.7,10
Household Items Packaging,41.42,Recycled Cardboard,Recyclable,9,Large,0.85,2
Household Items Packaging,198.62,Biodegradable Foam,Biodegradable,11,Large,0.8,10
Household Items Packaging,38.98,Glass,Recyclable,8,Large,0.8,2
Household Items Packaging,201.33,Biodegradable Plastic,Biodegradable,16,Large,0.95,10
Household Items Packaging,5.21,Recycled Cardboard,Recyclable,4,Small,0.9,1
Household Items Packaging,4.38,Biodegradable Plastic,Biodegradable,2,Medium,0.8,0.5
Household Items Packaging,11.85,Biodegradable Plastic,Biodegradable,10,Small,0.7,2
Household Items Packaging,41.54,Biodegradable Plastic,Biodegradable,10,Large,0.95,2
Household Items Packaging,9.74,Biodegradable Foam,Biodegradable,4,Medium,0.7,1
Household Items Packaging,99.78,Biodegradable Foam,Biodegradable,6,Large,1,5
Household Items Packaging,21.99,Glass,Recyclable,4,Large,0.95,1
Household Items Packaging,201.41,Recycled Cardboard,Recyclable,77,Medium,0.8,20
Household Items Packaging,8.99,Aluminum,Recyclable,5,Small,1,2
Household Items Packaging,39.72,Biodegradable Plastic,Biodegradable,3,Large,0.85,2
Household Items Packaging,8.67,Biodegradable Plastic,Biodegradable,5,Medium,1,1
Household Items Packaging,11.12,Biodegradable Foam,Biodegradable,1,Large,0.7,0.5
Household Items Packaging,19.28,Biodegradable Plastic,Biodegradable,5,Medium,0.9,2
Household Items Packaging,398.75,Recycled Cardboard,Recyclable,62,Large,0.85,20
Household Items Packaging,101.41,Paper,Recyclable,39,Small,0.7,20
Household Items Packaging,25.01,Paper,Recyclable,14,Small,0.95,5
Household Items Packaging,18.44,Biodegradable Foam,Biodegradable,5,Large,1,1
Household Items Packaging,0.76,Glass,Recyclable,2,Small,0.8,0.5
Household Items Packaging,5.35,Biodegradable Plastic,Biodegradable,2,Medium,0.85,0.5
Household Items Packaging,5.11,Biodegradable Foam,Biodegradable,5,Small,0.95,1
Household Items Packaging,10.98,Biodegradable Plastic,Biodegradable,9,Small,0.8,2
Household Items Packaging,4.76,Paper,Recyclable,1,Medium,0.7,0.5
Household Items Packaging,4.92,Biodegradable Foam,Biodegradable,1,Medium,0.9,0.5
Household Items Packaging,201.72,Glass,Recyclable,18,Large,0.8,10
Household Items Packaging,11.24,Biodegradable Foam,Biodegradable,7,Small,1,2
Household Items Packaging,18.67,Aluminum,Recyclable,4,Large,0.85,1
Household Items Packaging,8.28,Aluminum,Recyclable,1,Medium,0.95,1
Household Items Packaging,201.57,Aluminum,Recyclable,35,Large,0.95,10
Household Items Packaging,200.84,Glass,Recyclable,10,Large,0.85,10
Household Items Packaging,398.57,Recycled Cardboard,Recyclable,28,Large,0.8,20
Household Items Packaging,202,Biodegradable Foam,Biodegradable,42,Medium,0.95,20
Household Items Packaging,11.54,Biodegradable Foam,Biodegradable,7,Small,0.95,2
Household Items Packaging,25.32,Glass,Recyclable,10,Small,0.95,5
Household Items Packaging,4.49,Biodegradable Plastic,Biodegradable,2,Small,0.8,0.5
Household Items Packaging,3.04,Biodegradable Plastic,Biodegradable,2,Small,1,0.5
Household Items Packaging,11.55,Recycled Cardboard,Recyclable,2,Large,0.85,0.5
Household Items Packaging,25.36,Glass,Recyclable,8,Small,0.9,5
Household Items Packaging,100.11,Paper,Recyclable,39,Medium,0.7,10
Household Items Packaging,20.38,Recycled Cardboard,Recyclable,7,Medium,0.85,2
Household Items Packaging,99.3,Paper,Recyclable,16,Large,0.7,5
Household Items Packaging,10.45,Aluminum,Recyclable,2,Medium,0.7,1
Household Items Packaging,100.21,Biodegradable Foam,Biodegradable,6,Large,0.95,5
Household Items Packaging,10.39,Paper,Recyclable,1,Large,0.85,0.5
Household Items Packaging,8.71,Biodegradable Plastic,Biodegradable,2,Large,1,0.5
Household Items Packaging,399.26,Paper,Recyclable,33,Large,0.85,20
Household Items Packaging,23.74,Paper,Recyclable,7,Small,0.8,5
Household Items Packaging,399.01,Paper,Recyclable,83,Large,0.7,20
Household Items Packaging,19.47,Aluminum,Recyclable,5,Large,0.7,1
Household Items Packaging,400.82,Aluminum,Recyclable,30,Large,0.9,20
Household Items Packaging,10.23,Aluminum,Recyclable,2,Medium,1,1
Household Items Packaging,199.29,Biodegradable Plastic,Biodegradable,24,Medium,0.85,20
Household Items Packaging,18.36,Paper,Recyclable,5,Large,0.95,1
Household Items Packaging,41.05,Recycled Cardboard,Recyclable,10,Large,0.9,2
Household Items Packaging,48.18,Aluminum,Recyclable,23,Medium,0.8,5
Household Items Packaging,10.38,Aluminum,Recyclable,3,Medium,1,1
Household Items Packaging,18.77,Biodegradable Foam,Biodegradable,4,Medium,0.7,2
Household Items Packaging,10.37,Glass,Recyclable,2,Small,1,2
Household Items Packaging,23.59,Aluminum,Recyclable,6,Small,0.8,5
Household Items Packaging,8.17,Glass,Recyclable,6,Small,0.8,2
Household Items Packaging,24.76,Biodegradable Foam,Biodegradable,14,Small,1,5
Household Items Packaging,201.71,Biodegradable Foam,Biodegradable,98,Medium,0.95,20
Household Items Packaging,399.81,Aluminum,Recyclable,78,Large,1,20
Household Items Packaging,98.16,Paper,Recyclable,15,Large,0.7,5
Household Items Packaging,100.42,Glass,Recyclable,33,Medium,0.9,10
Household Items Packaging,40.43,Glass,Recyclable,8,Large,0.9,2
Household Items Packaging,8.42,Glass,Recyclable,1,Large,0.95,0.5
Household Items Packaging,38.42,Paper,Recyclable,4,Large,1,2
Household Items Packaging,51.42,Biodegradable Foam,Biodegradable,49,Small,1,10
Household Items Packaging,10.52,Biodegradable Foam,Biodegradable,7,Small,0.95,2
Household Items Packaging,400.86,Glass,Recyclable,59,Large,0.85,20
Household Items Packaging,26.12,Glass,Recyclable,22,Small,0.9,5
Household Items Packaging,10.09,Aluminum,Recyclable,2,Large,0.8,0.5
Household Items Packaging,101.77,Biodegradable Foam,Biodegradable,35,Medium,0.9,10
Household Items Packaging,9.7,Glass,Recyclable,5,Small,0.7,2
Household Items Packaging,21.4,Glass,Recyclable,9,Medium,0.8,2
Household Items Packaging,4.35,Recycled Cardboard,Recyclable,2,Small,0.85,0.5
Household Items Packaging,3.6,Recycled Cardboard,Recyclable,2,Small,1,0.5
Household Items Packaging,199.09,Recycled Cardboard,Recyclable,44,Medium,0.85,20
Household Items Packaging,6.01,Recycled Cardboard,Recyclable,1,Small,0.9,1
Household Items Packaging,4.71,Aluminum,Recyclable,1,Medium,0.7,0.5
Household Items Packaging,24.81,Glass,Recyclable,18,Small,0.8,5
Household Items Packaging,98,Recycled Cardboard,Recyclable,24,Small,0.9,20
Household Items Packaging,19.3,Paper,Recyclable,7,Medium,0.85,2
Household Items Packaging,11.48,Aluminum,Recyclable,7,Small,0.9,2
Household Items Packaging,23,Glass,Recyclable,24,Small,1,5
Household Items Packaging,8.05,Glass,Recyclable,4,Small,0.7,2
Household Items Packaging,11.22,Biodegradable Plastic,Biodegradable,2,Large,1,0.5
Household Items Packaging,48.2,Aluminum,Recyclable,47,Small,0.85,10
Household Items Packaging,398.37,Glass,Recyclable,95,Large,1,20
Household Items Packaging,0.96,Biodegradable Plastic,Biodegradable,1,Small,0.9,0.5
Household Items Packaging,25.67,Glass,Recyclable,12,Small,0.7,5
Household Items Packaging,198.14,Recycled Cardboard,Recyclable,11,Large,0.95,10
Household Items Packaging,99.57,Biodegradable Plastic,Biodegradable,20,Medium,0.85,10
Household Items Packaging,400.51,Aluminum,Recyclable,37,Large,0.8,20
Household Items Packaging,1.42,Biodegradable Foam,Biodegradable,1,Small,0.95,0.5
Household Items Packaging,199.04,Recycled Cardboard,Recyclable,17,Large,0.8,10
Household Items Packaging,18.43,Biodegradable Foam,Biodegradable,10,Medium,1,2
Household Items Packaging,19.37,Biodegradable Plastic,Biodegradable,2,Medium,1,2
Household Items Packaging,5.91,Recycled Cardboard,Recyclable,2,Medium,0.9,0.5
Household Items Packaging,400.95,Biodegradable Foam,Biodegradable,32,Large,0.7,20
Household Items Packaging,4.15,Aluminum,Recyclable,2,Small,0.9,1
Household Items Packaging,101.66,Biodegradable Plastic,Biodegradable,12,Large,0.8,5
Household Items Packaging,401.82,Recycled Cardboard,Recyclable,87,Large,0.85,20
Household Items Packaging,2.33,Glass,Recyclable,1,Small,0.85,0.5
Household Items Packaging,5.69,Biodegradable Plastic,Biodegradable,2,Medium,0.9,0.5
